From	To
Q9P2F9	ENSG00000166188.3
Q96FZ2	ENSG00000183624.14
P48556	ENSG00000099341.13
Q9UM22	ENSG00000086289.13
O43151	ENSG00000187605.16
Q8NDB6	ENSG00000179304.18
Q8NDB6	ENSG00000268350.8
Q9Y5H6	ENSG00000204962.6
Q9Y5H6	ENSG00000291656.1
P62079	ENSG00000168785.8
Q6NVY1	ENSG00000198130.16
P32455	ENSG00000117228.11
Q9NV29	ENSG00000166292.12
P11831	ENSG00000112658.8
Q07890	ENSG00000100485.12
Q03933	ENSG00000025156.13
Q9BRF8	ENSG00000103381.12
Q9UBD5	ENSG00000135336.16
Q969M1	ENSG00000158882.15
Q5TC79	ENSG00000185278.16
P19387	ENSG00000102978.13
Q01860	ENSG00000204531.21
Q01860	ENSG00000206454.12
Q01860	ENSG00000229094.9
Q01860	ENSG00000235068.9
Q01860	ENSG00000237582.10
Q01860	ENSG00000233911.9
Q01860	ENSG00000230336.9
O94842	ENSG00000092203.15
Q9NRH1	ENSG00000241127.8
Q96K17	ENSG00000134717.18
P78369	ENSG00000134873.10
P46821	ENSG00000131711.15
P56703	ENSG00000108379.11
P56703	ENSG00000277626.1
P56703	ENSG00000277641.2
Q03013	ENSG00000168765.19
Q8N184	ENSG00000189042.14
P62380	ENSG00000028839.10
Q13330	ENSG00000182979.18
Q9NYW5	ENSG00000127364.4
Q6Q4G3	ENSG00000172901.21
P58546	ENSG00000105887.11
Q9NS93	ENSG00000064115.11
P15336	ENSG00000115966.18
P53420	ENSG00000081052.14
A6NMK7	ENSG00000187959.9
Q6ZUS6	ENSG00000181982.20
Q9HBV1	ENSG00000132429.10
Q96QH2	ENSG00000133246.12
Q14980	ENSG00000137497.19
Q9UP95	ENSG00000124067.17
P0DPK4	ENSG00000286219.2
Q99640	ENSG00000127564.17
P09960	ENSG00000111144.10
Q9C0B7	ENSG00000103047.8
P06703	ENSG00000197956.10
Q11201	ENSG00000008513.17
Q07001	ENSG00000135902.10
Q86Z02	ENSG00000163349.22
Q96GA3	ENSG00000135521.9
Q96AZ1	ENSG00000123427.17
Q9BRK3	ENSG00000162576.17
Q8WXA3	ENSG00000204130.14
Q9NWX5	ENSG00000148331.12
Q96MV8	ENSG00000102383.14
Q9Y467	ENSG00000165821.12
O76074	ENSG00000138735.16
Q93074	ENSG00000184634.17
Q9HCS4	ENSG00000152284.5
Q9HCS4	ENSG00000292149.1
Q9BUV0	ENSG00000117616.18
Q92784	ENSG00000205683.12
Q9H422	ENSG00000110422.12
Q2M3W8	ENSG00000197841.15
Q96HD9	ENSG00000132744.8
O60269	ENSG00000204175.6
Q2M385	ENSG00000197629.6
A6NHL2	ENSG00000178462.12
O15389	ENSG00000268500.7
Q15365	ENSG00000169564.7
Q8TCS8	ENSG00000138035.15
Q9BX26	ENSG00000196074.13
Q9BZ67	ENSG00000126391.14
Q14541	ENSG00000164749.13
Q16600	ENSG00000196793.14
P0DPF3	ENSG00000269713.9
P98160	ENSG00000142798.20
Q86YL5	ENSG00000180190.13
Q9UK17	ENSG00000171385.11
Q08289	ENSG00000165995.24
Q9BQ89	ENSG00000125898.13
Q9NYV6	ENSG00000085721.13
Q9NYV6	ENSG00000278494.2
Q9NRG7	ENSG00000100445.18
O14683	ENSG00000175274.19
P02808	ENSG00000126549.11
P02808	ENSG00000282891.5
Q9H3K2	ENSG00000165678.22
A6NHC0	ENSG00000203697.12
Q8IX07	ENSG00000179588.9
Q9UHK0	ENSG00000083635.8
Q8NFR7	ENSG00000153237.19
P35475	ENSG00000127415.13
Q9Y462	ENSG00000147180.17
Q9UG56	ENSG00000241878.12
Q969U6	ENSG00000159069.14
Q8TAD2	ENSG00000172458.5
Q24JP5	ENSG00000006118.15
Q04837	ENSG00000106028.11
Q04837	ENSG00000262771.5
Q9BW27	ENSG00000125450.11
Q9NQS7	ENSG00000149503.13
Q9UJK0	ENSG00000007520.4
P09936	ENSG00000154277.13
O95164	ENSG00000122042.10
Q6NVU6	ENSG00000176125.7
Q9P2G3	ENSG00000197705.10
P49798	ENSG00000117152.14
Q9HC56	ENSG00000184226.15
Q9Y5E2	ENSG00000113212.7
Q9Y5E2	ENSG00000291681.1
Q5BKY9	ENSG00000234545.8
O14986	ENSG00000107242.20
Q5XX13	ENSG00000171931.13
Q6ULP2	ENSG00000119844.17
Q9NRX1	ENSG00000115946.8
Q3B7I2	ENSG00000146910.14
P48742	ENSG00000273706.5
P48742	ENSG00000274577.2
P18075	ENSG00000101144.13
Q8WZ55	ENSG00000162399.9
Q9NZF1	ENSG00000145287.11
P52954	ENSG00000138136.7
O95264	ENSG00000149305.8
A6NFZ4	ENSG00000203795.3
Q4ADV7	ENSG00000107036.12
P24903	ENSG00000197446.9
Q9Y4K0	ENSG00000134013.16
Q9ULI1	ENSG00000174145.8
P05413	ENSG00000121769.8
Q7KZF4	ENSG00000197157.11
O76039	ENSG00000008086.13
Q52M93	ENSG00000245680.11
Q13796	ENSG00000146950.13
Q9C019	ENSG00000137384.12
Q9C019	ENSG00000204610.14
Q9C019	ENSG00000235259.8
Q9C019	ENSG00000227147.9
Q9C019	ENSG00000235960.9
Q9C019	ENSG00000233599.8
Q9C019	ENSG00000235905.8
Q9C019	ENSG00000224145.8
P05026	ENSG00000143153.14
F8VTS6	ENSG00000229292.2
Q6NUM6	ENSG00000277149.5
Q8IZL9	ENSG00000156345.18
C9JLW8	ENSG00000225663.8
C9JLW8	ENSG00000288213.1
Q15843	ENSG00000129559.13
Q15843	ENSG00000285246.2
P78545	ENSG00000163435.16
Q16873	ENSG00000213316.10
Q16873	ENSG00000283887.2
Q8WWI1	ENSG00000136153.21
A6NIV6	ENSG00000188306.7
Q9P2W1	ENSG00000131470.15
P23458	ENSG00000162434.14
P50897	ENSG00000131238.18
P50151	ENSG00000242616.4
P67870	ENSG00000204435.15
P67870	ENSG00000206406.9
P67870	ENSG00000224774.7
P67870	ENSG00000228875.8
P67870	ENSG00000224398.7
P67870	ENSG00000230700.11
P67870	ENSG00000232960.12
Q9Y566	ENSG00000161681.17
Q9UBR5	ENSG00000217555.13
Q9C0K1	ENSG00000138821.14
P18627	ENSG00000089692.9
Q9H6D7	ENSG00000092036.19
Q9UIJ5	ENSG00000104219.13
O75019	ENSG00000104974.12
O75019	ENSG00000275525.5
O75019	ENSG00000277398.5
O75019	ENSG00000274935.5
P27482	ENSG00000178363.5
P15090	ENSG00000170323.9
Q01081	ENSG00000160201.12
P54851	ENSG00000213853.10
O75937	ENSG00000126698.11
Q8NEL0	ENSG00000138483.3
Q07954	ENSG00000123384.14
Q6UXN8	ENSG00000197992.7
Q86VZ5	ENSG00000198964.14
Q71H61	ENSG00000143195.13
Q9H568	ENSG00000117148.8
Q16445	ENSG00000145863.11
P62263	ENSG00000164587.13
Q9NQX3	ENSG00000171723.16
Q14331	ENSG00000109536.13
Q14331	ENSG00000275145.3
Q14331	ENSG00000283153.2
Q14331	ENSG00000283630.3
Q53FD0	ENSG00000119703.15
Q9BRR8	ENSG00000076650.7
Q8WW59	ENSG00000176422.14
Q8WW62	ENSG00000157315.5
Q9BRC7	ENSG00000115556.14
O96009	ENSG00000131400.9
Q8TCG1	ENSG00000163507.15
Q9Y4K1	ENSG00000112297.18
Q9UET6	ENSG00000068438.15
Q08623	ENSG00000130021.15
Q5BKU9	ENSG00000204237.5
Q96S97	ENSG00000179820.16
Q8IZT6	ENSG00000066279.19
O60896	ENSG00000122679.8
Q9UKX5	ENSG00000137809.17
Q8IZ57	ENSG00000152954.12
Q8TAC2	ENSG00000161677.12
Q9NYL4	ENSG00000134285.11
Q9UI12	ENSG00000047249.18
P11532	ENSG00000198947.18
Q68CZ2	ENSG00000136205.18
P27469	ENSG00000123689.6
P00450	ENSG00000047457.14
Q9UQB3	ENSG00000169862.21
P40225	ENSG00000090534.20
Q8NFR3	ENSG00000196542.9
P54368	ENSG00000104904.12
P20711	ENSG00000132437.18
Q9BXR0	ENSG00000213339.9
Q8IWV1	ENSG00000122188.13
Q9H009	ENSG00000253506.3
Q5TKA1	ENSG00000183814.16
Q96A65	ENSG00000131558.15
P78426	ENSG00000163623.10
Q9Y3U8	ENSG00000130255.13
P49286	ENSG00000134640.3
P31249	ENSG00000128652.12
Q9BSE2	ENSG00000163472.19
C9J302	ENSG00000237136.8
Q9Y2D8	ENSG00000117155.17
Q9NTG7	ENSG00000142082.15
Q9UBT2	ENSG00000126261.13
Q86UB2	ENSG00000134897.14
O14639	ENSG00000099204.22
Q7Z7M0	ENSG00000105429.13
Q86UP3	ENSG00000091656.19
Q5T7W0	ENSG00000157657.15
Q9HCP6	ENSG00000010282.15
Q7L266	ENSG00000162174.12
P11233	ENSG00000006451.8
Q8NAA4	ENSG00000168010.11
O15525	ENSG00000197063.11
P40429	ENSG00000142541.18
Q9Y6M1	ENSG00000073792.16
P01570	ENSG00000228083.3
P48547	ENSG00000129159.9
Q14190	ENSG00000159263.16
P22061	ENSG00000120265.21
Q9H790	ENSG00000164002.12
Q969S9	ENSG00000164347.18
Q6RFH5	ENSG00000133316.16
Q9NQX4	ENSG00000128833.13
Q16531	ENSG00000167986.15
P11161	ENSG00000122877.18
Q01658	ENSG00000117505.13
P30304	ENSG00000164045.12
P27338	ENSG00000069535.14
Q13506	ENSG00000138386.17
Q8NFT6	ENSG00000161692.18
O15519	ENSG00000003402.21
Q4KMG9	ENSG00000165685.9
P01298	ENSG00000108849.8
Q9BSY4	ENSG00000125611.16
Q12907	ENSG00000169223.16
Q99547	ENSG00000135698.10
Q9HCE1	ENSG00000155363.19
Q9Y2Z4	ENSG00000139131.13
A5YM69	ENSG00000213214.6
Q8TF62	ENSG00000104043.15
Q6NSJ5	ENSG00000171017.11
Q9UNA4	ENSG00000101751.11
Q86SG2	ENSG00000163126.15
P26196	ENSG00000110367.14
P48751	ENSG00000114923.17
Q8NCQ5	ENSG00000141665.13
Q9BZQ4	ENSG00000157064.11
P14649	ENSG00000196465.11
O96001	ENSG00000106341.11
Q9NYZ2	ENSG00000147454.14
Q6P9A2	ENSG00000110328.6
Q9NW64	ENSG00000086589.12
Q13326	ENSG00000102683.8
P32297	ENSG00000080644.16
P02585	ENSG00000101470.10
Q5T442	ENSG00000198835.4
Q9P2K9	ENSG00000204624.8
O95633	ENSG00000070404.10
Q8NFU3	ENSG00000215845.11
P28838	ENSG00000002549.13
P22003	ENSG00000112175.8
Q9BYX2	ENSG00000095383.20
Q14330	ENSG00000125245.14
P55854	ENSG00000184900.16
Q7Z7F7	ENSG00000162910.19
Q9Y2E8	ENSG00000197818.12
Q6AI08	ENSG00000068097.16
Q6QNK2	ENSG00000111452.13
P46063	ENSG00000004700.16
Q96A83	ENSG00000160963.14
Q9UBN7	ENSG00000094631.22
O43295	ENSG00000196220.17
Q9HAW7	ENSG00000244122.3
O75608	ENSG00000120992.18
P11766	ENSG00000197894.12
Q14687	ENSG00000131149.19
Q99619	ENSG00000111671.10
Q8TBE0	ENSG00000140320.12
Q14112	ENSG00000087303.19
Q4KWH8	ENSG00000114805.18
Q12908	ENSG00000125255.7
Q04828	ENSG00000187134.14
Q7Z698	ENSG00000198369.10
P51003	ENSG00000090060.19
Q9H299	ENSG00000142669.15
P27361	ENSG00000102882.12
Q14966	ENSG00000075292.19
Q9NPR2	ENSG00000185033.15
O95343	ENSG00000138083.5
Q9UIL4	ENSG00000125337.21
Q9BZZ5	ENSG00000166181.13
C9JLR9	ENSG00000188070.9
P10767	ENSG00000111241.3
Q9NRW4	ENSG00000112679.15
P41594	ENSG00000168959.15
P50120	ENSG00000114113.6
Q9UKN5	ENSG00000110851.12
Q9NVR2	ENSG00000104613.12
Q5T6V5	ENSG00000165118.15
Q8IWU6	ENSG00000137573.14
Q14831	ENSG00000196277.17
P62750	ENSG00000198242.14
Q6PI78	ENSG00000164983.9
O94760	ENSG00000153904.21
Q9H427	ENSG00000124249.7
Q16222	ENSG00000117143.14
Q16288	ENSG00000140538.17
Q86UN3	ENSG00000186907.8
Q9Y5K8	ENSG00000100554.12
Q9H425	ENSG00000119280.17
Q9C075	ENSG00000108244.17
Q9C075	ENSG00000263309.6
Q9H4L7	ENSG00000163104.18
Q9Y2T4	ENSG00000074211.14
P59797	ENSG00000186838.15
A2RUR9	ENSG00000170160.19
Q5HYK7	ENSG00000109686.20
Q5HYK7	ENSG00000292165.1
P28331	ENSG00000023228.15
P28331	ENSG00000283447.3
Q9GZV7	ENSG00000132702.13
Q9GZV7	ENSG00000291756.1
Q3MIW9	ENSG00000232251.5
Q3MIW9	ENSG00000229284.4
Q8IZ81	ENSG00000179387.10
Q9C029	ENSG00000146054.18
A6NMB9	ENSG00000261308.4
Q8NCL4	ENSG00000139629.16
B4DJY2	ENSG00000224982.4
Q9UL52	ENSG00000087128.10
O14770	ENSG00000134138.22
Q8N365	ENSG00000159208.16
Q96R45	ENSG00000243896.4
Q96R45	ENSG00000284749.2
Q9UK13	ENSG00000159905.15
E0CX11	ENSG00000243317.8
Q96SY0	ENSG00000138614.16
Q9Y5G9	ENSG00000262576.3
P14210	ENSG00000019991.18
P02778	ENSG00000169245.6
Q6NY19	ENSG00000186994.12
Q9Y6N7	ENSG00000169855.21
Q9UJF2	ENSG00000075391.18
Q5T9S5	ENSG00000122483.18
Q9NZV5	ENSG00000162430.18
P78540	ENSG00000081181.8
Q6ZUM4	ENSG00000159314.13
Q6ZUM4	ENSG00000276907.4
Q6ZUM4	ENSG00000276836.4
P12318	ENSG00000143226.16
P20813	ENSG00000197408.10
P21399	ENSG00000122729.19
Q7Z5A9	ENSG00000183662.12
Q9HBT6	ENSG00000101542.10
Q15424	ENSG00000160633.13
Q9H8J5	ENSG00000111261.14
Q9H8J5	ENSG00000281818.3
Q03135	ENSG00000105974.13
Q6YI46	ENSG00000180694.14
Q8WY41	ENSG00000188613.7
P38936	ENSG00000124762.14
Q9BRX8	ENSG00000122378.14
Q8NBZ0	ENSG00000169592.15
Q96DY2	ENSG00000166578.10
Q8NGS9	ENSG00000276119.1
Q76B58	ENSG00000162670.11
O15492	ENSG00000143333.7
Q8TCE6	ENSG00000119979.18
Q15545	ENSG00000178913.9
P20853	ENSG00000198077.11
P04049	ENSG00000132155.14
Q96LB0	ENSG00000179826.8
P08195	ENSG00000168003.19
Q7Z7H8	ENSG00000159111.13
Q9NRQ5	ENSG00000166002.7
Q8WWV3	ENSG00000130347.13
Q9NR96	ENSG00000239732.4
Q96N95	ENSG00000186496.12
A5D8V6	ENSG00000167987.11
Q15434	ENSG00000076067.14
Q7Z5L3	ENSG00000144119.4
O43414	ENSG00000117419.16
Q86TX2	ENSG00000184227.8
Q9BXH1	ENSG00000105327.18
P49137	ENSG00000162889.11
Q99683	ENSG00000197442.11
Q16589	ENSG00000138764.15
Q9UGJ0	ENSG00000106617.16
Q99708	ENSG00000101773.19
A8MVS5	ENSG00000214212.9
Q7Z4H4	ENSG00000128165.9
Q9Y6G5	ENSG00000145781.9
Q01344	ENSG00000091181.20
Q9H079	ENSG00000134152.11
P48651	ENSG00000156471.13
P62487	ENSG00000168002.12
Q9NY43	ENSG00000143032.8
Q8IX01	ENSG00000064607.17
Q29980	ENSG00000204516.10
Q29980	ENSG00000206449.11
Q29980	ENSG00000238289.9
Q29980	ENSG00000234218.9
Q29980	ENSG00000231179.9
Q29980	ENSG00000227772.8
O95150	ENSG00000181634.8
O95371	ENSG00000168158.4
Q92935	ENSG00000158008.10
P05113	ENSG00000113525.10
Q9Y2L6	ENSG00000114541.15
Q5T686	ENSG00000119986.7
O75603	ENSG00000124827.7
Q69YQ0	ENSG00000100014.20
Q86YH2	ENSG00000275004.4
Q86YH2	ENSG00000277421.3
Q5VT06	ENSG00000135837.18
E5RQL4	ENSG00000226124.10
P35712	ENSG00000110693.19
P11474	ENSG00000173153.17
P52333	ENSG00000105639.21
P15170	ENSG00000103342.13
Q9P2M4	ENSG00000132405.19
Q9Y662	ENSG00000125430.9
A3KFT3	ENSG00000162727.3
O00139	ENSG00000068796.19
Q9Y6E0	ENSG00000102572.15
Q03112	ENSG00000085276.19
Q8NEB9	ENSG00000078142.14
Q9HCC6	ENSG00000188290.11
Q9NRP4	ENSG00000196636.8
Q9NZ32	ENSG00000131966.14
Q5TGY3	ENSG00000126705.15
Q13118	ENSG00000155090.15
Q12765	ENSG00000136193.17
Q9C0C7	ENSG00000110497.15
Q9H0W8	ENSG00000105771.14
Q6GPH6	ENSG00000198885.10
Q9NR55	ENSG00000123685.9
Q9ULZ9	ENSG00000198598.7
O43765	ENSG00000104969.11
Q96IJ6	ENSG00000144591.20
Q13838	ENSG00000215425.11
Q13838	ENSG00000198563.14
Q13838	ENSG00000225073.10
Q13838	ENSG00000225859.10
Q13838	ENSG00000229496.10
Q13838	ENSG00000235439.10
Q13838	ENSG00000230624.10
Q9BV97	ENSG00000169955.8
P22492	ENSG00000187475.6
Q9P2D1	ENSG00000171316.14
Q9Y6N5	ENSG00000137767.14
Q14188	ENSG00000114126.18
O14939	ENSG00000129219.14
P35241	ENSG00000137710.17
Q9H1J1	ENSG00000169062.15
Q16610	ENSG00000143369.15
P20648	ENSG00000105675.9
P12872	ENSG00000096395.11
P28069	ENSG00000064835.12
Q9UKV5	ENSG00000159461.15
Q14191	ENSG00000165392.11
Q8IVW1	ENSG00000185829.19
Q8IVW1	ENSG00000228696.11
Q8IVW1	ENSG00000275748.4
Q8IVW1	ENSG00000276276.4
P11217	ENSG00000068976.14
Q8TBZ8	ENSG00000249709.8
Q6PD74	ENSG00000103591.13
Q15619	ENSG00000221888.4
P49908	ENSG00000250722.6
P07498	ENSG00000171209.4
Q8IU68	ENSG00000167895.16
Q8TEV9	ENSG00000176994.11
Q8TEV9	ENSG00000283741.2
P22033	ENSG00000146085.8
Q9BQI4	ENSG00000151468.11
Q9BY12	ENSG00000140386.13
Q16877	ENSG00000114268.12
P02679	ENSG00000171557.17
Q9H1Y3	ENSG00000054277.14
Q9Y6C9	ENSG00000109919.10
Q9Y6C9	ENSG00000285121.2
Q04844	ENSG00000108556.10
P36382	ENSG00000265107.3
Q13324	ENSG00000106113.19
Q9Y2W7	ENSG00000115041.14
P08173	ENSG00000180720.8
P20962	ENSG00000159335.19
P62906	ENSG00000198755.11
Q9NP59	ENSG00000138449.11
O15550	ENSG00000147050.18
Q8N393	ENSG00000197362.15
Q9Y342	ENSG00000102934.10
Q99519	ENSG00000184494.8
Q99519	ENSG00000204386.12
Q99519	ENSG00000234846.7
Q99519	ENSG00000227129.6
Q99519	ENSG00000228691.6
Q99519	ENSG00000234343.6
Q99519	ENSG00000223957.6
Q99519	ENSG00000227315.7
Q14994	ENSG00000143257.12
P30049	ENSG00000099624.8
Q8WV41	ENSG00000173548.9
Q96K83	ENSG00000198795.11
O75474	ENSG00000181274.7
P51884	ENSG00000139329.5
P10075	ENSG00000250571.7
P49281	ENSG00000110911.17
Q8IUH3	ENSG00000155636.16
O14949	ENSG00000164405.11
Q96KN4	ENSG00000162981.14
Q9NZJ6	ENSG00000132423.12
Q86VK4	ENSG00000119725.21
Q5T5P2	ENSG00000120549.19
P28289	ENSG00000136842.14
Q8WWB3	ENSG00000170788.14
Q9NQ38	ENSG00000133710.17
O43657	ENSG00000000003.16
P15121	ENSG00000085662.14
Q96K80	ENSG00000135482.7
P43357	ENSG00000221867.9
P43357	ENSG00000292186.1
Q9GZP4	ENSG00000057757.10
A8MTZ0	ENSG00000214413.9
Q32MK0	ENSG00000140795.13
O95998	ENSG00000137496.19
P57737	ENSG00000262246.6
P57737	ENSG00000282725.1
A0A075B6K6	ENSG00000211672.2
Q96QG7	ENSG00000104643.10
Q96QG7	ENSG00000285032.3
Q9H7X0	ENSG00000122390.19
Q86WB7	ENSG00000112494.10
A6NMZ2	ENSG00000188817.8
A1A5B4	ENSG00000185101.13
Q765I0	ENSG00000188958.10
Q9NTI2	ENSG00000132932.19
P51959	ENSG00000113328.20
Q8WWH5	ENSG00000165832.6
P01909	ENSG00000196735.13
P01909	ENSG00000206305.12
P01909	ENSG00000232062.9
P63211	ENSG00000127928.13
P28347	ENSG00000187079.20
O94806	ENSG00000115825.11
Q9BYV7	ENSG00000197580.13
P61278	ENSG00000157005.4
Q9BUN8	ENSG00000136986.10
Q8NAM6	ENSG00000180532.12
P61218	ENSG00000100142.16
Q14957	ENSG00000161509.14
Q9Y6R4	ENSG00000085511.20
Q4V339	ENSG00000215126.12
O95336	ENSG00000130313.7
Q9UL18	ENSG00000092847.14
Q9NUV7	ENSG00000172296.13
P09919	ENSG00000108342.13
Q3KR16	ENSG00000008323.16
Q8N998	ENSG00000179071.5
Q63HK3	ENSG00000155592.16
Q9Y6K5	ENSG00000111331.14
P01036	ENSG00000101441.5
P13498	ENSG00000051523.12
P55289	ENSG00000154162.15
O00451	ENSG00000168546.11
Q8TCY9	ENSG00000106608.17
O94913	ENSG00000165494.12
O95342	ENSG00000073734.10
A6NMT0	ENSG00000109851.7
Q9P2S6	ENSG00000144504.16
Q05193	ENSG00000106976.22
Q9NS56	ENSG00000197579.8
Q8NA54	ENSG00000164675.11
Q3YBR2	ENSG00000154144.13
P0DP57	ENSG00000283992.2
Q969K4	ENSG00000114626.18
Q5T0J7	ENSG00000240021.10
O43559	ENSG00000137218.10
B3EWG6	ENSG00000189090.8
P08579	ENSG00000125870.11
Q6P3X3	ENSG00000018699.13
Q9HAY2	ENSG00000177383.5
Q15835	ENSG00000185974.7
Q15835	ENSG00000288263.1
P61978	ENSG00000165119.22
P63252	ENSG00000123700.5
P59510	ENSG00000173157.18
Q0ZGT2	ENSG00000162614.19
Q92698	ENSG00000085999.13
Q15911	ENSG00000140836.17
Q9HAU5	ENSG00000151461.20
O75787	ENSG00000182220.15
Q8TAP6	ENSG00000101624.11
Q9HAT8	ENSG00000139946.11
Q5FWF7	ENSG00000204923.4
P17014	ENSG00000164631.19
P41732	ENSG00000156298.13
P80098	ENSG00000108688.11
Q9H4H8	ENSG00000101447.15
Q13541	ENSG00000187840.5
P24071	ENSG00000186431.19
P24071	ENSG00000275136.4
P24071	ENSG00000275269.4
P24071	ENSG00000276858.4
P24071	ENSG00000275970.4
P24071	ENSG00000273738.4
P24071	ENSG00000275564.4
P24071	ENSG00000276985.4
P24071	ENSG00000274580.4
P24071	ENSG00000278415.4
P24071	ENSG00000284061.2
P24071	ENSG00000283750.3
Q6Y1H2	ENSG00000206527.10
P17035	ENSG00000198538.11
Q9Y3E1	ENSG00000166503.10
Q53G44	ENSG00000137959.17
Q9P296	ENSG00000134830.6
Q9H0J4	ENSG00000129646.16
Q6P0A1	ENSG00000196666.6
Q6P0A1	ENSG00000284938.4
Q9HB90	ENSG00000116954.8
Q6DJT9	ENSG00000181690.8
Q9NVN3	ENSG00000111785.21
Q8N4U5	ENSG00000166046.11
Q12769	ENSG00000030066.14
P15559	ENSG00000181019.13
P02745	ENSG00000173372.18
P05452	ENSG00000163815.6
Q9NVV5	ENSG00000146416.19
Q9H649	ENSG00000178694.10
Q6NXG1	ENSG00000104413.18
Q96RY7	ENSG00000187535.14
O95782	ENSG00000196961.13
Q9GZU7	ENSG00000144579.9
Q86VI4	ENSG00000104341.17
Q9NUQ2	ENSG00000155189.12
Q9NUQ2	ENSG00000284980.2
P61962	ENSG00000136485.16
Q9UM07	ENSG00000159339.13
Q9UM07	ENSG00000280908.2
Q6PI73	ENSG00000244482.11
Q6PI73	ENSG00000274148.6
Q6PI73	ENSG00000275539.5
P20701	ENSG00000005844.19
Q96DF8	ENSG00000100056.12
Q00978	ENSG00000213928.10
Q00978	ENSG00000285048.2
Q14108	ENSG00000138760.11
Q14002	ENSG00000007306.15
P01569	ENSG00000147873.6
O43760	ENSG00000108639.8
Q04721	ENSG00000134250.21
Q92879	ENSG00000149187.19
Q9UI33	ENSG00000168356.13
Q9NRK6	ENSG00000135776.5
Q9NYR8	ENSG00000080511.5
Q8IZJ3	ENSG00000160111.15
P17027	ENSG00000167377.19
Q9HCI5	ENSG00000198934.5
Q9H3L0	ENSG00000168288.13
O75449	ENSG00000186625.14
P40121	ENSG00000042493.16
O00198	ENSG00000135116.9
Q01650	ENSG00000103257.9
P24158	ENSG00000196415.10
P24158	ENSG00000277804.4
Q96IZ2	ENSG00000111863.13
Q14512	ENSG00000137440.5
P08476	ENSG00000122641.11
O15457	ENSG00000057468.7
P09493	ENSG00000140416.26
Q5VTY9	ENSG00000054392.13
Q5VTY9	ENSG00000280680.3
Q6ZMH5	ENSG00000139540.12
O43264	ENSG00000086827.9
Q9BYE2	ENSG00000137747.16
Q8IWB9	ENSG00000136478.9
O43813	ENSG00000115365.13
Q8N9B5	ENSG00000152409.9
P55774	ENSG00000278167.2
P55774	ENSG00000278006.2
P55774	ENSG00000275385.2
Q9UKK6	ENSG00000132661.4
Q9GZV5	ENSG00000018408.15
Q2TB10	ENSG00000048405.11
Q96HE8	ENSG00000177042.16
Q9BQ95	ENSG00000130159.15
P01258	ENSG00000110680.14
Q9UBK8	ENSG00000124275.15
Q9UHP6	ENSG00000100218.12
P25090	ENSG00000171049.9
Q15646	ENSG00000135114.14
Q5JRA6	ENSG00000154305.18
P09455	ENSG00000114115.11
P10619	ENSG00000064601.21
Q86X10	ENSG00000170471.15
Q9BXJ0	ENSG00000223953.6
P01571	ENSG00000234829.4
Q92817	ENSG00000167880.8
P13945	ENSG00000188778.6
Q92911	ENSG00000105641.4
O75191	ENSG00000093217.11
P58417	ENSG00000122584.13
Q9NQC1	ENSG00000043143.22
P04114	ENSG00000084674.15
Q9BX46	ENSG00000112183.15
Q96MW7	ENSG00000221944.9
P24588	ENSG00000179841.8
Q86W54	ENSG00000170469.11
Q96AA8	ENSG00000176049.16
O15118	ENSG00000141458.13
Q96HJ9	ENSG00000164898.13
Q8WW43	ENSG00000138613.14
Q8N2U0	ENSG00000205544.4
Q8N2U0	ENSG00000283771.2
Q86VX9	ENSG00000164077.15
Q86Y37	ENSG00000151893.15
Q00973	ENSG00000135454.14
Q9Y3R0	ENSG00000155974.14
Q16236	ENSG00000116044.17
Q9BUW7	ENSG00000171159.5
Q8NGZ9	ENSG00000184022.4
Q8NGZ9	ENSG00000292303.1
O94919	ENSG00000149218.5
O60687	ENSG00000102359.9
P27987	ENSG00000143772.11
Q99973	ENSG00000129566.13
Q99973	ENSG00000291791.1
A2RRH5	ENSG00000184465.16
Q13387	ENSG00000008735.14
Q9NUM3	ENSG00000029364.12
P06729	ENSG00000116824.5
Q9C0H5	ENSG00000147799.12
P17844	ENSG00000108654.16
Q9BR61	ENSG00000230124.8
P52657	ENSG00000140307.11
Q9UPG8	ENSG00000126003.7
Q9UNQ2	ENSG00000086189.11
Q5T3J3	ENSG00000121931.16
P35218	ENSG00000174990.8
Q9BPW4	ENSG00000100336.18
Q06732	ENSG00000196693.15
Q9HCU0	ENSG00000174807.4
P07199	ENSG00000125817.8
O43240	ENSG00000129451.12
Q5T1N1	ENSG00000162641.20
Q9Y5X5	ENSG00000056291.19
Q9H0X9	ENSG00000021762.20
Q8WUB8	ENSG00000130024.15
P63096	ENSG00000127955.17
Q9HAH1	ENSG00000172000.7
O43248	ENSG00000123388.4
Q9GZV9	ENSG00000118972.3
Q96QK8	ENSG00000163683.12
P29728	ENSG00000111335.14
O95997	ENSG00000164611.13
Q16553	ENSG00000160932.11
Q16553	ENSG00000278032.2
P14324	ENSG00000160752.15
Q8WUZ0	ENSG00000099385.12
Q8WW35	ENSG00000213123.11
O60675	ENSG00000198517.10
Q8N0Y2	ENSG00000167685.15
Q6ZMU5	ENSG00000177238.15
O15344	ENSG00000101871.18
Q6NV74	ENSG00000196872.12
Q13886	ENSG00000119138.5
Q8N442	ENSG00000151806.14
Q9Y221	ENSG00000132603.15
Q9H4B0	ENSG00000128694.12
Q8NEY3	ENSG00000150628.7
Q6UWL2	ENSG00000106868.17
